RowNumber,id_user,Surname,Geography,Gender,Age,field,Salary,center of interest
6618,15700826,Ko,Germany,Female,54,tech,105221.76,computer scientist
6619,15756301,Daniels,Germany,Female,29,foods,131924.38,Dairy
6620,15586517,Toscano,France,Male,32,Entraitement,23132.73,singer
6621,15751297,Wilson,France,Male,36,politics,161428.25,judge
6622,15710365,Thomson,France,Male,50,medical,181794.86,Dentistry
6623,15679307,Kazantseva,France,Female,43,Entraitement,86634.3,actor
6624,15610753,Cremonesi,France,Male,28,Entraitement,29937.75,singer
6625,15811036,Ferri,France,Male,46,foods,140130.22,Starchy-food
6626,15610912,Ferri,Spain,Female,41,Entraitement,17536.82,singer
6627,15619932,Lombardi,France,Male,66,Entraitement,53157.16,singer
6628,15746199,Eluemuno,France,Female,41,foods,143585.29,Starchy-food
6629,15584967,Chiganu,Spain,Male,57,Entraitement,72402,actor
6630,15734365,Hsueh,France,Male,39,Entraitement,39891.84,singer
6631,15726960,O'Brien,France,Female,36,Entraitement,89804.83,actor
6632,15665177,Booth,France,Male,44,foods,136491.72,Dairy
6633,15779915,O'Loghlin,Spain,Male,31,Entraitement,35593.18,singer
6634,15729110,Lavrov,Spain,Female,42,Entraitement,58268.2,singer
6635,15575399,Somadina,France,Female,42,tech,101778.9,computer scientist
6636,15678374,Colombo,France,Female,59,medical,185123.09,Dentistry
6637,15792679,Troupe,France,Male,24,foods,119927.81,Fruit-vegetables
6638,15668767,Kenenna,France,Male,36,medical,195033.07,Dentistry
6639,15761886,Franklin,France,Male,36,Entraitement,86480.29,actor
6640,15583076,Deleon,Germany,Male,41,medical,198766.61,Dentistry
6641,15815615,Kung,France,Male,36,medical,185144.08,Dentistry
6642,15591942,Zito,Spain,Female,33,Entraitement,3729.89,singer
6643,15724924,Giordano,France,Female,37,Entraitement,18988.58,singer
6644,15762123,Davide,Spain,Female,34,foods,119313.74,Fruit-vegetables
6645,15567893,Lei,Germany,Male,33,Entraitement,62627.55,animator
6646,15648989,Moss,France,Male,37,medical,197266.58,Dentistry
6647,15662021,Lucciano,Spain,Female,42,medical,199992.48,Dentistry
6648,15691627,Tai,France,Female,37,Entraitement,16403.41,singer
6649,15731751,Osinachi,France,Female,26,Entraitement,78854.57,actor
6650,15635277,Coates,Spain,Male,47,medical,189310.27,Dentistry
6651,15655252,Larionova,Germany,Male,41,Entraitement,78088.17,actor
6652,15803941,Seleznev,France,Male,46,Entraitement,19842.18,singer
6653,15714380,Butcher,France,Male,38,tech,103305.01,computer scientist
6654,15666559,Gould,Germany,Male,23,foods,116124.28,Fruit-vegetables
6655,15799998,Cunningham,France,Female,30,foods,142730.27,Starchy-food
6656,15703763,Sanderson,France,Male,44,Entraitement,58076.52,singer
6657,15795640,Mai,Germany,Female,35,medical,186123.57,Dentistry
6658,15780056,Reid,Spain,Male,33,Entraitement,29664.45,singer
6659,15777873,Downer,France,Female,31,foods,147963.07,Starchy-food
6660,15584749,Humphries,Germany,Male,39,Entraitement,38466.39,singer
6661,15765258,Bochsa,France,Female,29,foods,143301.49,Starchy-food
6662,15623346,Czajkowski,France,Male,36,Entraitement,31422.69,singer
6663,15614054,Pankhurst,France,Male,36,foods,121505.61,Fruit-vegetables
6664,15766185,She,Germany,Male,31,Entraitement,89874.82,actor
6665,15667632,Birdseye,France,Female,42,Entraitement,72500.68,actor
6666,15599024,Hope,Spain,Male,32,medical,182692.8,Dentistry
6667,15798709,Gill,Spain,Male,32,Entraitement,4993.94,singer
6668,15741921,Moon,Spain,Female,26,foods,124964.82,Fruit-vegetables
6669,15793671,Watt,France,Male,34,politics,161971.42,judge
6670,15797900,Chinomso,France,Male,56,Entraitement,39488.04,singer
6671,15667932,Bellucci,Spain,Female,43,Entraitement,55313.44,singer
6672,15795933,Barese,France,Female,49,medical,187811.71,Dentistry
6673,15660403,Fleming,Spain,Female,35,medical,184514.01,Dentistry
6674,15736299,Bell,France,Female,36,foods,121311.12,Fruit-vegetables
6675,15759034,Li Fonti,France,Male,36,Entraitement,12873.39,singer
6676,15724663,Christmas,Spain,Female,36,politics,157238.05,lawyer
6677,15594556,Chuter,Spain,Male,52,foods,123242.11,Fruit-vegetables
6678,15737169,Johnson,Spain,Male,26,medical,184399.76,Dentistry
6679,15632472,Scott,Spain,Female,32,Entraitement,57323.18,singer
6680,15722813,Byrne,Spain,Male,30,Entraitement,68293.93,animator
6681,15588450,Chukwudi,France,Female,60,Entraitement,10288.24,singer
6682,15736717,Ma,France,Male,31,politics,179446.31,diplomat
6683,15680683,Simmons,Spain,Male,29,foods,141453.62,Starchy-food
6684,15710316,Fang,Spain,Female,48,tech,93151.77,automation engineer
6685,15746333,Blake,France,Female,57,Entraitement,6554.97,singer
6686,15606861,Tien,France,Male,34,Entraitement,38570.13,singer
6687,15641285,Yusupova,Spain,Male,50,foods,131048.36,Dairy
6688,15662908,Davidson,Germany,Male,38,foods,127068.92,Fruit-vegetables
6689,15814267,Zhdanova,France,Male,22,Entraitement,51721.52,singer
6690,15614923,Nielson,Spain,Male,41,Entraitement,46156.87,singer
6691,15579223,Niu,Germany,Male,30,medical,192950.6,Medicine
6692,15651389,Kay,Spain,Male,24,medical,180932.46,Dentistry
6693,15677087,Green,France,Female,39,Entraitement,19596.73,singer
6694,15665784,She,France,Male,27,Entraitement,46786.92,singer
6695,15576706,Ajuluchukwu,Germany,Male,37,politics,175820.91,diplomat
6696,15615473,Sabbatini,France,Female,33,medical,198208,Dentistry
6697,15587299,Board,France,Female,48,Entraitement,55362.45,singer
6698,15655389,Leckie,France,Male,41,Entraitement,47675.29,singer
6699,15784491,Ho,France,Female,31,Entraitement,61326.43,animator
6700,15809999,Gordon,France,Female,41,Entraitement,71672.86,animator
6701,15681115,Iroawuchi,Spain,Male,39,tech,101168.3,computer scientist
6702,15629390,Liao,France,Male,37,foods,144880.81,Starchy-food
6703,15792668,Hamilton,Germany,Male,37,foods,115037.67,Fruit-vegetables
6704,15583863,Chimaobim,Germany,Male,49,medical,187280.51,Dentistry
6705,15681878,Fan,Germany,Male,45,medical,183540.22,Dentistry
6706,15782875,Cayley,France,Male,33,Entraitement,28531.81,singer
6707,15732235,Kuykendall,France,Male,64,Entraitement,42730.12,singer
6708,15735909,McDonald,Germany,Female,39,tech,104721.5,computer scientist
6709,15653448,Duncan,France,Male,34,Entraitement,65219.85,animator
6710,15587647,Browne,Germany,Female,66,foods,118929.64,Fruit-vegetables
6711,15701037,Barton,France,Male,39,Entraitement,70563.9,animator
6712,15727499,Boyle,Germany,Female,36,foods,139435.12,Dairy
6713,15724838,Moretti,France,Female,43,politics,170347.1,diplomat
6714,15666711,Ukaegbulam,France,Female,46,foods,131553.82,Dairy
6715,15588933,Nwankwo,France,Female,36,foods,138344.7,Dairy
6716,15763111,Niu,Spain,Female,67,politics,169894.4,judge
6717,15805676,Hsu,Spain,Male,29,Entraitement,9770.97,singer
6718,15586674,Shaw,Spain,Female,58,Entraitement,74176.71,actor
6719,15744553,Ho,France,Male,34,foods,112668.06,Fruit-vegetables
6720,15776629,Christie,France,Female,39,medical,186275.7,Dentistry
6721,15647207,Onwuemelie,France,Male,26,tech,98463.99,automation engineer
6722,15715638,Ch'ang,Germany,Male,77,Entraitement,2746.41,singer
6723,15750602,Clendinnen,France,Male,29,Entraitement,10928.3,singer
6724,15766810,Onyemauchechi,Germany,Female,51,tech,91346.03,automation engineer
6725,15756625,Crawford,France,Female,41,foods,139844.04,Dairy
6726,15639552,Mellor,Germany,Female,40,tech,105052.9,computer scientist
6727,15633213,Rizzo,Spain,Male,50,foods,144366.83,Starchy-food
6728,15610416,Christie,France,Female,36,Entraitement,19605.18,singer
6729,15715208,Watkins,Germany,Female,33,Entraitement,80483.76,actor
6730,15619608,Ojiofor,Germany,Female,50,politics,154344,lawyer
6731,15628697,Tung,Spain,Male,46,tech,93503.02,automation engineer
6732,15643826,McKay,France,Male,32,politics,153036.97,lawyer
6733,15718588,Meng,France,Female,37,tech,98029.58,automation engineer
6734,15709741,Hussain,France,Male,28,medical,193018.71,Medicine
6735,15723318,Mactier,France,Female,55,Entraitement,60810.64,animator
6736,15717328,Hsueh,France,Female,37,Entraitement,87071.18,actor
6737,15771299,Nnachetam,France,Female,57,politics,164064.44,judge
6738,15706223,Barnes,Spain,Male,38,Entraitement,4554.67,singer
6739,15612358,Christie,Germany,Male,35,foods,119924.8,Fruit-vegetables
6740,15769191,Lipton,France,Male,55,politics,170360.11,diplomat
6741,15618816,Yu,Germany,Female,40,Entraitement,69850.04,animator
6742,15730810,Storey,Spain,Male,44,Entraitement,47298.95,singer
6743,15783463,Read,France,Female,26,Entraitement,45443.68,singer
6744,15616213,Levy,Germany,Female,51,medical,198715.27,Dentistry
6745,15611287,Chiu,France,Female,30,foods,115611.97,Fruit-vegetables
6746,15786454,Moore,Spain,Male,55,Entraitement,40333.94,singer
6747,15768682,Amies,Spain,Male,39,tech,105997.25,computer scientist
6748,15766172,Tsao,France,Male,34,foods,134851.12,Dairy
6749,15637646,Rowley,France,Male,31,Entraitement,61666.87,animator
6750,15653404,Aliyev,Spain,Female,24,medical,196574.48,Dentistry
6751,15690546,Riley,France,Female,42,foods,111097.39,Fruit-vegetables
6752,15735636,Toscano,France,Female,53,Entraitement,48201.64,singer
6753,15605424,Oluchukwu,Spain,Male,38,foods,135096.78,Dairy
6754,15568449,Fu,Spain,Male,38,Entraitement,15650.89,singer
6755,15688085,Warner,Spain,Female,28,Entraitement,34097.22,singer
6756,15683483,Fleming,Spain,Male,38,politics,174822.74,diplomat
6757,15659567,Ch'iu,France,Female,39,Entraitement,85937.52,actor
6758,15766667,Langler,Spain,Male,36,Entraitement,49185.57,singer
6759,15624975,Angelo,Spain,Male,28,Entraitement,77742.38,actor
6760,15660878,T'ien,France,Male,92,Entraitement,34436.83,singer
6761,15586557,Milani,France,Male,41,Entraitement,88279.6,actor
6762,15746183,Pye,France,Female,27,politics,157549.6,lawyer
6763,15631457,Asher,France,Male,37,politics,173386.95,diplomat
6764,15754053,Chung,France,Female,67,Entraitement,82782.08,actor
6765,15645839,Yudin,France,Male,37,medical,187758.5,Dentistry
6766,15689955,Arcuri,France,Female,40,politics,176547.8,diplomat
6767,15593510,Capon,Germany,Female,33,Entraitement,56585.2,singer
6768,15654964,Piccio,Spain,Male,48,foods,125762.95,Fruit-vegetables
6769,15594039,Lung,Spain,Male,42,foods,113868.4,Fruit-vegetables
6770,15625929,Trevisan,France,Female,44,Entraitement,24780.13,singer
6771,15815295,John,France,Female,38,foods,120259.41,Fruit-vegetables
6772,15621818,Anayolisa,Germany,Male,29,politics,175398.34,diplomat
6773,15652700,Ritchie,France,Male,39,Entraitement,86767.48,actor
6774,15636860,Ch'eng,France,Male,43,Entraitement,71216.6,animator
6775,15569432,Macleod,France,Female,48,Entraitement,85240.61,actor
6776,15751455,Boyle,France,Female,48,politics,160529.71,judge
6777,15800583,Chukwuemeka,Spain,Female,43,tech,102806.6,computer scientist
6778,15770214,Bryant,France,Female,27,foods,144134.64,Starchy-food
6779,15613463,Hackett,Germany,Female,50,medical,184017.98,Dentistry
6780,15587066,Kovaleva,France,Male,38,medical,195896.59,Dentistry
6781,15693752,Reed,France,Male,37,foods,126722.57,Fruit-vegetables
6782,15714874,Major,France,Female,42,politics,176883.42,diplomat
6783,15657809,Lo,France,Male,55,foods,122960.98,Fruit-vegetables
6784,15651955,Hanson,France,Male,31,Entraitement,9607.1,singer
6785,15570912,Ogbonnaya,Germany,Female,32,politics,152643.48,lawyer
6786,15640266,Windsor,Spain,Male,41,tech,95551.22,automation engineer
6787,15652069,Calabrese,France,Male,30,foods,141860.62,Starchy-food
6788,15596074,Keating,France,Male,37,Entraitement,76642.68,actor
6789,15800268,Costa,Germany,Male,37,Entraitement,52301.15,singer
6790,15809847,Tan,France,Male,46,Entraitement,29388.02,singer
6791,15599074,Ma,Spain,Female,40,medical,193408.43,Medicine
6792,15599591,Martin,Germany,Female,39,Entraitement,58632.37,singer
6793,15776096,Halpern,Spain,Male,34,medical,191076.22,Medicine
6794,15611669,Nyhan,Germany,Male,50,Entraitement,645.61,singer
6795,15694098,Jackson,France,Female,54,foods,144390.75,Starchy-food
6796,15713347,Reynolds,Spain,Male,48,medical,193580.32,Medicine
6797,15713094,Tai,France,Female,25,foods,126761.2,Fruit-vegetables
6798,15811978,Trevisani,Germany,Male,46,Entraitement,62368.33,animator
6799,15799925,Uwakwe,France,Male,60,foods,131718.12,Dairy
6800,15692575,Kerr,France,Male,38,tech,91098.76,automation engineer
6801,15743149,Findlay,France,Female,35,Entraitement,67508.01,animator
6802,15776947,Ugorji,Spain,Male,43,Entraitement,12156.93,singer
6803,15700656,Balashova,France,Male,32,Entraitement,65089.38,animator
6804,15594515,Cheng,France,Female,44,Entraitement,62370.67,animator
6805,15787884,Martin,France,Female,30,Entraitement,18826.34,singer
6806,15577988,Skinner,France,Female,35,Entraitement,3342.62,singer
6807,15795586,McDonald,France,Male,35,politics,178626.07,diplomat
6808,15677739,Dellucci,France,Male,36,Entraitement,32845.32,singer
6809,15720134,Reynolds,Germany,Male,30,foods,134732.99,Dairy
6810,15688868,Birdsall,France,Female,26,tech,106095.82,computer scientist
6811,15642996,Tsai,Germany,Female,42,Entraitement,57380.13,singer
6812,15771222,Oguejiofor,France,Female,42,Entraitement,25951.91,singer
6813,15605059,Mackie,Germany,Male,63,Entraitement,69414.13,animator
6814,15568088,Jamieson,Germany,Male,44,tech,96123.72,automation engineer
6815,15665943,Mai,France,Male,25,foods,119425.94,Fruit-vegetables
6816,15795571,Patterson,Spain,Male,36,foods,120138.27,Fruit-vegetables
6817,15662243,Taylor,France,Male,50,politics,150548.5,lawyer
6818,15593128,Vinogradoff,France,Female,56,foods,142492.04,Starchy-food
6819,15589739,North,France,Male,41,Entraitement,14357,singer
6820,15787602,Carter,Spain,Male,39,foods,129569.92,Fruit-vegetables
6821,15685019,Graham,France,Male,29,Entraitement,55972.56,singer
6822,15704209,Noble,France,Female,39,Entraitement,59497.01,singer
6823,15605264,Walker,Germany,Male,47,medical,181928.25,Dentistry
6824,15708265,Chibugo,Spain,Female,24,tech,102517.83,computer scientist
6825,15740264,Yobachi,France,Male,38,Entraitement,88827.67,actor
6826,15615477,Ignatyeva,Spain,Female,44,Entraitement,14161.3,singer
6827,15727361,Chiemela,France,Female,51,Entraitement,56908.41,singer
6828,15760216,Pokrovskaya,France,Female,49,medical,184474.72,Dentistry
6829,15806134,Storey,Germany,Male,34,tech,94912.78,automation engineer
6830,15601351,Moroney,France,Male,43,Entraitement,73069.59,actor
6831,15669262,Maslov,France,Male,43,foods,136602.8,Dairy
6832,15696989,Chukwueloka,Germany,Female,52,politics,150093.32,lawyer
6833,15688498,Chu,Germany,Female,21,politics,168186.11,judge
6834,15686964,Spence,France,Female,34,foods,146230.63,Starchy-food
6835,15625035,Mills,France,Male,50,Entraitement,79314.1,actor
6836,15618391,Doyle,France,Male,33,Entraitement,77965.67,actor
6837,15591344,Donnelly,Spain,Male,42,foods,128745.69,Fruit-vegetables
6838,15605455,Tai,France,Male,40,medical,194767.3,Medicine
6839,15680804,Abbott,France,Male,29,Entraitement,10672.54,singer
6840,15768282,Perez,Germany,Male,36,Entraitement,10627.21,singer
6841,15685826,Hsiung,France,Male,30,foods,122268.75,Fruit-vegetables
6842,15793491,Cherkasova,Germany,Male,26,Entraitement,65482.94,animator
6843,15797787,Denisov,France,Male,36,foods,146134.68,Starchy-food
6844,15611171,Fowler,France,Male,33,foods,123300.38,Fruit-vegetables
6845,15601627,Siciliano,France,Male,33,foods,122925.4,Fruit-vegetables
6846,15734085,Crocker,Germany,Male,24,foods,127744.02,Fruit-vegetables
6847,15809309,Longo,Spain,Female,40,foods,118319.5,Fruit-vegetables
6848,15809462,Polyakova,France,Male,30,Entraitement,17104,singer
6849,15634628,Brown,France,Female,33,politics,164608.98,judge
6850,15775678,Uspensky,France,Female,44,politics,152108.47,lawyer
6851,15579526,O'Meara,France,Male,42,Entraitement,23399.58,singer
6852,15779103,Cantamessa,Germany,Female,39,tech,94711.43,automation engineer
6853,15738715,Alexander,France,Female,37,Entraitement,7312.25,singer
6854,15593943,Chinagorom,France,Female,43,Entraitement,41876.98,singer
6855,15754574,Tomlinson,Spain,Male,36,tech,96881.32,automation engineer
6856,15737814,Lo,France,Male,41,tech,102402.91,computer scientist
6857,15670889,Nwachukwu,France,Male,34,politics,176763.27,diplomat
6858,15629299,Yang,Germany,Female,52,Entraitement,23548.45,singer
6859,15771569,Bage,Germany,Male,46,Entraitement,33450.11,singer
6860,15811927,Marcelo,France,Female,38,Entraitement,19658.43,singer
6861,15785654,Ofodile,Germany,Male,45,tech,104678.78,computer scientist
6862,15665524,Savage,Spain,Male,41,foods,143203.78,Starchy-food
6863,15736287,Piccio,France,Male,33,Entraitement,6975.02,singer
6864,15765732,Simmons,Spain,Female,24,politics,153771.8,lawyer
6865,15797381,DeRose,Germany,Female,48,Entraitement,85902.39,actor
6866,15598536,Onuchukwu,Germany,Female,26,medical,188037.76,Dentistry
6867,15664506,Goodwin,Spain,Male,32,Entraitement,52710.7,singer
6868,15575619,Teakle,Spain,Female,32,Entraitement,17034.37,singer
6869,15587394,Thomson,France,Male,39,foods,131304.45,Dairy
6870,15654457,Cross,Spain,Female,30,politics,172576.43,diplomat
6871,15762793,Jones,Germany,Female,36,tech,99019.65,automation engineer
6872,15658067,Walker,Germany,Female,48,medical,190160.04,Medicine
6873,15642816,De Salis,France,Female,27,Entraitement,3025.49,singer
6874,15693088,Oliver,France,Female,37,Entraitement,34689.77,singer
6875,15793883,Lo Duca,France,Male,28,Entraitement,2305.27,singer
6876,15665283,Brookes,France,Female,57,foods,113228.82,Fruit-vegetables
6877,15680421,Challis,France,Female,42,politics,171099.22,diplomat
6878,15695148,Ibeabuchi,Spain,Female,37,Entraitement,62023.1,animator
6879,15636592,Iroawuchi,France,Male,35,Entraitement,36923.67,singer
6880,15772618,Tyler,France,Male,25,foods,112256.57,Fruit-vegetables
6881,15724453,Fan,France,Male,23,medical,198830.98,Dentistry
6882,15565878,Bates,Spain,Male,29,medical,197963.46,Dentistry
6883,15609160,Marsden,France,Male,32,Entraitement,31635.99,singer
6884,15678460,Dodgshun,France,Male,30,Entraitement,49594.02,singer
6885,15662571,Maclean,France,Male,35,politics,170483.9,diplomat
6886,15606849,Blackall,France,Female,27,Entraitement,40339.9,singer
6887,15670738,Mazzanti,Germany,Male,45,Entraitement,3218.71,singer
6888,15662641,Amadi,France,Male,19,Entraitement,68569.89,animator
6889,15727539,Schoenheimer,France,Female,31,Entraitement,29176.04,singer
6890,15651020,Fiorentino,France,Female,25,Entraitement,46758.42,singer
